SiteCode,Species,Length_mm,Wt_g,logW,logL,Date,HUC12Watershed
LittleLyman.CrossFork,Blacknose Dace,80,4.5,0.653212514,1.903089987,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,78,3.7,0.568201724,1.892094603,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Sculpin spp.,75,5.4,0.73239376,1.875061263,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,51,1.2,0.079181246,1.707570176,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Sculpin spp.,95,9.7,0.986771734,1.977723605,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,68,2.7,0.431363764,1.832508913,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,54,1.2,0.079181246,1.73239376,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,52,1.2,0.079181246,1.716003344,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Sculpin spp.,65,3.3,0.51851394,1.812913357,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Sculpin spp.,64,3.3,0.51851394,1.806179974,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Creek Chub,103,10.7,1.029383778,2.012837225,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,70,2.6,0.414973348,1.84509804,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,62,2.1,0.322219295,1.792391689,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,72,3.2,0.505149978,1.857332496,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,84,4.6,0.662757832,1.924279286,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,72,3.7,0.568201724,1.857332496,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Sculpin spp.,63,2.8,0.447158031,1.799340549,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Sculpin spp.,53,1.6,0.204119983,1.72427587,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,42,0.6,-0.22184875,1.62324929,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Blacknose Dace,78,4.1,0.612783857,1.892094603,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Sculpin spp.,97,11.8,1.071882007,1.986771734,7/17/2023,020502030103 Cross Fork
LittleLyman.CrossFork,Sculpin spp.,62,3.6,0.556302501,1.792391689,7/17/2023,020502030103 Cross Fork
Lloyd.Pine,Sculpin spp.,60,2.4,0.380211242,1.77815125,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,82,5,0.698970004,1.913813852,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,67,2.7,0.431363764,1.826074803,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,90,7.8,0.892094603,1.954242509,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,81,5.8,0.763427994,1.908485019,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,103,14.1,1.149219113,2.012837225,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,66,3.2,0.505149978,1.819543936,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,69,3.8,0.579783597,1.838849091,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,72,3.7,0.568201724,1.857332496,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,78,3.9,0.591064607,1.892094603,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,67,3.3,0.51851394,1.826074803,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,90,7.1,0.851258349,1.954242509,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,71,4.1,0.612783857,1.851258349,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,60,2.4,0.380211242,1.77815125,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,99,11.8,1.071882007,1.995635195,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,80,4.3,0.633468456,1.903089987,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,67,3.7,0.568201724,1.826074803,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,81,4.9,0.69019608,1.908485019,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,67,3.1,0.491361694,1.826074803,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,84,6.7,0.826074803,1.924279286,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,72,4.2,0.62324929,1.857332496,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,83,5,0.698970004,1.919078092,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,86,5.7,0.755874856,1.934498451,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,65,2.8,0.447158031,1.812913357,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,99,11.9,1.075546961,1.995635195,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,85,5.2,0.716003344,1.929418926,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,87,7.3,0.86332286,1.939519253,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,71,3.6,0.556302501,1.851258349,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,79,4.1,0.612783857,1.897627091,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,80,5.8,0.763427994,1.903089987,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,56,1.8,0.255272505,1.748188027,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,75,3.8,0.579783597,1.875061263,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,92,7.8,0.892094603,1.963787827,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Tessellated Darter,59,1.8,0.255272505,1.770852012,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,87,5.2,0.716003344,1.939519253,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,82,6.6,0.819543936,1.913813852,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Longnose Dace,85,5,0.698970004,1.929418926,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,71,4.2,0.62324929,1.851258349,7/11/2023,020502050601 Trout Run-Pine Creek
Lloyd.Pine,Sculpin spp.,80,5.7,0.755874856,1.903089987,7/11/2023,020502050601 Trout Run-Pine Creek
Lock.JohnSummerson,Sculpin spp.,74,4.6,0.662757832,1.86923172,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,101,11.74,1.069668097,2.004321374,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,84,5.88,0.769377326,1.924279286,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,77,4.45,0.648360011,1.886490725,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,55,1.79,0.252853031,1.740362689,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,85,6.55,0.8162413,1.929418926,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,85,6.55,0.8162413,1.929418926,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,70,3.33,0.522444234,1.84509804,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,79,5,0.698970004,1.897627091,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,64,2.78,0.444044796,1.806179974,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,100,11.87,1.074450719,2,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,102,13.13,1.118264726,2.008600172,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,82,5.85,0.767155866,1.913813852,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,110,16.62,1.220631019,2.041392685,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,74,4.17,0.620136055,1.86923172,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,74,4.32,0.635483747,1.86923172,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,85,6.68,0.824776462,1.929418926,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,87,6.76,0.829946696,1.939519253,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,94,9.49,0.977266212,1.973127854,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,60,2.1,0.322219295,1.77815125,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,77,4.71,0.673020907,1.886490725,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,81,5.9,0.770852012,1.908485019,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,75,5.21,0.716837723,1.875061263,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,105,12.93,1.111598525,2.021189299,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,85,6.48,0.811575006,1.929418926,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,75,4.12,0.614897216,1.875061263,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,94,9.49,0.977266212,1.973127854,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,110,16.7,1.222716471,2.041392685,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,113,18.07,1.256958153,2.053078443,7/8/2024,020502030106 Lower Kettle Creek
Lock.JohnSummerson,Sculpin spp.,86,6.71,0.82672252,1.934498451,7/8/2024,020502030106 Lower Kettle Creek
LR0-FM-M,Cutlip Minnow,92,7.05,0.848189117,1.963787827,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,189,66.3,1.821513528,2.276461804,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,99,8.6,0.934498451,1.995635195,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,85,5.77,0.761175813,1.929418926,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,49,1.02,0.008600172,1.69019608,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,111,12.85,1.108903128,2.045322979,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,103,10.31,1.013258665,2.012837225,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,72,3.9,0.591064607,1.857332496,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,85,6.1,0.785329835,1.929418926,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,189,64.9,1.812244697,2.276461804,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,62,2.22,0.346352974,1.792391689,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,67,2.61,0.416640507,1.826074803,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,121,16.38,1.214313897,2.08278537,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,64,2.42,0.383815366,1.806179974,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,54,1.26,0.100370545,1.73239376,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,119,15.91,1.20167018,2.075546961,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,68,2.45,0.389166084,1.832508913,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,61,2.17,0.336459734,1.785329835,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,39,0.55,-0.259637311,1.591064607,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,79,5.09,0.706717782,1.897627091,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,75,3.84,0.584331224,1.875061263,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,89,6.16,0.789580712,1.949390007,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,69,2.55,0.40654018,1.838849091,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,70,2.49,0.396199347,1.84509804,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,97,8.83,0.945960704,1.986771734,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,90,9.11,0.959518377,1.954242509,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,70,3.47,0.540329475,1.84509804,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,75,4.34,0.63748973,1.875061263,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,58,2.07,0.315970345,1.763427994,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,129,19.25,1.284430734,2.11058971,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,100,10.25,1.010723865,2,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,49,1.02,0.008600172,1.69019608,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,71,4.8,0.681241237,1.851258349,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,51,1.29,0.11058971,1.707570176,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,93,7.78,0.890979597,1.968482949,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,142,24.92,1.396548038,2.152288344,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,53,1.51,0.178976947,1.72427587,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,162,55.59,1.744996674,2.209515015,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,83,4.09,0.611723308,1.919078092,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,79,4.23,0.626340367,1.897627091,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,143,34.68,1.540079089,2.155336037,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,114,14.61,1.164650216,2.056904851,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,116,18.07,1.256958153,2.064457989,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,89,7.83,0.893761762,1.949390007,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,132,27.55,1.440121603,2.120573931,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,53,1.34,0.127104798,1.72427587,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,97,6.28,0.797959644,1.986771734,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,116,17.77,1.249687428,2.064457989,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,70,3.06,0.485721426,1.84509804,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,101,10.74,1.031004281,2.004321374,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,53,1.34,0.127104798,1.72427587,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Bluntnose Minnow,56,1.96,0.292256071,1.748188027,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,63,2.26,0.354108439,1.799340549,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,228,126.4,2.101747074,2.357934847,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,125,21.27,1.32776749,2.096910013,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,144,35.23,1.546912643,2.158362492,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,41,0.58,-0.236572006,1.612783857,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,98,11.57,1.063333359,1.991226076,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,53,1.18,0.071882007,1.72427587,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,59,2.06,0.31386722,1.770852012,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,87,7.71,0.887054378,1.939519253,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,110,13.13,1.118264726,2.041392685,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,103,10.45,1.01911629,2.012837225,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,166,50.11,1.699924403,2.220108088,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,81,5.89,0.770115295,1.908485019,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,220,106.8,2.028571253,2.342422681,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,66,2.81,0.44870632,1.819543936,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,50,1.23,0.089905111,1.698970004,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,51,1.12,0.049218023,1.707570176,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,47,1.02,0.008600172,1.672097858,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,61,2.04,0.309630167,1.785329835,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,71,3.41,0.532754379,1.851258349,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,66,2.46,0.390935107,1.819543936,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,66,3.63,0.559906625,1.819543936,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,92,8.35,0.921686475,1.963787827,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,61,2.51,0.399673721,1.785329835,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,78,5.32,0.725911632,1.892094603,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,161,38.71,1.587823171,2.206825876,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Green Sunfish,116,33.31,1.522574633,2.064457989,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,67,3.09,0.489958479,1.826074803,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,79,5.58,0.746634199,1.897627091,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,60,2.19,0.340444115,1.77815125,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,121,19.99,1.300812794,2.08278537,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,89,7.2,0.857332496,1.949390007,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,47,0.52,-0.283996656,1.672097858,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Bluntnose Minnow,71,3.36,0.526339277,1.851258349,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,67,2.84,0.45331834,1.826074803,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,62,2.02,0.305351369,1.792391689,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,61,2.07,0.315970345,1.785329835,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,113,13.13,1.118264726,2.053078443,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,73,3.73,0.571708832,1.86332286,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,69,2.72,0.434568904,1.838849091,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,124,18.06,1.256717746,2.093421685,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,86,8.51,0.92992956,1.934498451,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,80,5.41,0.733197265,1.903089987,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,62,2.43,0.385606274,1.792391689,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,70,3.06,0.485721426,1.84509804,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,215,100.9,2.003891166,2.33243846,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,107,10.01,1.000434077,2.029383778,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,62,2.4,0.380211242,1.792391689,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,112,11.57,1.063333359,2.049218023,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,62,2.34,0.369215857,1.792391689,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,161,46.62,1.668572269,2.206825876,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,100,9.32,0.969415912,2,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,65,2.66,0.424881637,1.812913357,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,63,2.36,0.372912003,1.799340549,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,66,3.16,0.499687083,1.819543936,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,65,2.7,0.431363764,1.812913357,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Bluntnose Minnow,85,5.76,0.760422483,1.929418926,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,170,48.44,1.685204134,2.230448921,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,66,2.11,0.324282455,1.819543936,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,75,3.63,0.559906625,1.875061263,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,187,64.2,1.807535028,2.271841607,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,161,60.15,1.779235632,2.206825876,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,110,16.64,1.221153322,2.041392685,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,83,5.92,0.772321707,1.919078092,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,61,2.06,0.31386722,1.785329835,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,65,2.73,0.436162647,1.812913357,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,50,1.21,0.08278537,1.698970004,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,46,0.79,-0.102372909,1.662757832,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Bluntnose Minnow,83,6.04,0.781036939,1.919078092,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Bluntnose Minnow,86,6.49,0.812244697,1.934498451,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,60,1.81,0.257678575,1.77815125,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,104,11.9,1.075546961,2.017033339,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,66,3.02,0.480006943,1.819543936,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,62,2.11,0.324282455,1.792391689,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,109,13.24,1.121887985,2.037426498,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,65,2.57,0.409933123,1.812913357,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,59,2.18,0.338456494,1.770852012,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,78,5.23,0.718501689,1.892094603,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,107,11.14,1.046885191,2.029383778,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,73,3.73,0.571708832,1.86332286,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,42,0.69,-0.161150909,1.62324929,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Cutlip Minnow,82,4.96,0.695481676,1.913813852,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,110,11.15,1.047274867,2.041392685,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,53,1.61,0.206825876,1.72427587,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,154,47.92,1.680516809,2.187520721,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,94,9.54,0.979548375,1.973127854,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,164,50.89,1.706632451,2.214843848,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,109,11.17,1.048053173,2.037426498,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Blacknose Dace,51,1.12,0.049218023,1.707570176,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,157,39.69,1.598681099,2.195899652,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,64,2.33,0.367355921,1.806179974,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,51,1.16,0.064457989,1.707570176,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Creek Chub,130,25.78,1.411282913,2.113943352,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Banded Killifish,42,0.65,-0.187086643,1.62324929,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,123,16.06,1.205745541,2.089905111,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,151,30.5,1.484299839,2.178976947,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,194,250,2.397940009,2.28780173,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Central Stoneroller,60,2.02,0.305351369,1.77815125,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Bluntnose Minnow,87,6.01,0.778874472,1.939519253,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,54,1.36,0.133538908,1.73239376,6/11/2024,020502061204 Limestone Run
LR0-FM-M,Tessellated Darter,57,1.6,0.204119983,1.755874856,6/11/2024,020502061204 Limestone Run
LR0-FM-M,White Sucker,149,30.5,1.484299839,2.173186268,6/11/2024,020502061204 Limestone Run
